global_idx,confidence,rrs,threshold
7875,0.9997065681541772,0.6381943511188625,0.6346757031277684
7910,0.04452829616228162,-0.04409677653639578,0.6346757031277684
7935,0.9999652637726316,0.6154564179530839,0.6346757031277684
7946,0.00010771463053065902,-0.00033689509646603794,0.6346757031277684
7981,0.9997337523978499,0.638206584028515,0.6346757031277684
7982,0.9999398614542934,0.6160886265320827,0.6346757031277684
7985,0.9999154000137875,0.600288709971724,0.6346757031277684
7994,0.999939873414512,0.6160886319141812,0.6346757031277684
8045,0.9999806196855626,0.5812800904094158,0.6357357289472114
8078,0.9999983249058626,0.5773941428577435,0.6357357289472114
8105,0.9999999873333338,0.6580351221833063,0.6357357289472114
8109,0.9997104626466373,0.6381961036404694,0.6357357289472114
8165,0.00015613528547802762,-0.00046784955461648907,0.6357357289472114
8180,0.9999999873333338,0.6580351221833063,0.6357357289472114
8191,0.9999983638648036,0.5689157257096465,0.6357357289472114
8235,0.9983035760620836,0.6375630046774202,0.6357357289472114
8262,0.9999981466978503,0.5773940626641378,0.6357357289472114
8299,0.999914514409454,0.600288311449774,0.6357357289472114
8349,0.9953186575754783,0.6187314038403249,0.6357357289472114
8356,0.9982096365153691,0.6290588850067965,0.6357357289472114
8359,0.9997558867701138,0.6382165444960338,0.6357357289472114
8362,0.9999153451902738,0.6002886853011429,0.6357357289472114
8370,3.34268316671947e-05,-0.00011837342523181237,0.6357357289472114
8392,0.9999852602828877,0.5927430597451507,0.6357357289472114
8394,0.9999861868934146,0.5862560237658752,0.6357357289472114
8395,0.9999983218983062,0.5773941415043431,0.6357357289472114
8405,0.9997259781142758,0.6382030856009068,0.6357357289472114
8420,0.9997091348458488,0.6381955061301147,0.6357357289472114
8450,0.9998275386677227,0.6002491723659948,0.6357357289472114
8453,0.044529777475248104,-0.04409770788446171,0.6357357289472114
8521,0.9999983234362373,0.577394142196412,0.6357357289472114
8533,7.376731161444605e-05,-0.0002405905124597402,0.6357357289472114
8535,0.9998455212209929,0.6032288486165681,0.6357357289472114
8553,0.9999398735689708,0.6160886319836877,0.6357357289472114
8560,0.9999151941744369,0.6002886173440163,0.6357357289472114
8622,0.9999398682110767,0.6160886295726353,0.6357357289472114
8626,0.9997426486396292,0.6382105873373158,0.6357357289472114
8634,0.9997487502891556,0.5859441003429555,0.6357357289472114
8646,0.9998783169296097,0.638271638067807,0.6357357289472114
8696,0.9999153646771868,0.6002886940702538,0.6357357289472114
8747,0.0004245319348185048,-0.0011219682272386854,0.6357357289472114
8795,0.999913403155012,0.6382874268692381,0.6357357289472114
8842,0.9966282575303369,0.6685216597933379,0.6357357289472114
8858,0.9999861950918738,0.5862560274551819,0.6357357289472114
8859,0.9999813686904206,0.5812804274616018,0.6357357289472114
8862,0.9999398422018191,0.6160886178684694,0.6357357289472114
8883,0.9999855831039357,0.6198967943064838,0.6357357289472114
8895,0.9999156645084045,0.6002888289943017,0.6357357289472114
8905,0.9999982771277963,0.5773941213576136,0.6357357289472114
8918,7.874069692069355e-05,-0.00025499516914061606,0.6357357289472114
8970,0.99976636262909,0.6031932272502117,0.6357357289472114
9018,0.9999855836338468,0.6198967945449438,0.6365012383238194
9099,0.9996297321945037,0.6206713874188863,0.6365012383238194
9107,3.0206049509939526e-05,-0.00010804950608467381,0.6365012383238194
9116,0.999629759192279,0.6206713995678852,0.6365012383238194
9122,0.9997390524715187,0.638208969061666,0.6365012383238194
9137,0.00011328561526798958,-0.00035229996207483867,0.6365012383238194
9158,0.9999886711344604,0.6218151791551486,0.6365012383238194
9159,0.9999088424361618,0.6002857590617925,0.6365012383238194
9173,0.9997011279683602,0.6201689111472684,0.6365012383238194
