global_idx
33
170
476
547
653
824
891
1048
1129
1424
1607
1620
1869
1879
2051
2138
2293
2451
2571
2837
2954
3090
3165
3176
3326
3457
3591
3879
4127
4517
4606
4612
4672
4801
4839
5002
5114
5216
5270
5637
5658
5763
6307
6346
6362
6415
6523
6544
6675
7112
7214
7237
7437
7466
7512
7603
8078
8105
8180
8191
8395
8521
8905
9277
9510
9521
9611
9757
9798
9904
10005
10075
10612
10724
10890
10949
10975
11011
11161
11318
11555
11732
11916
11982
12020
12241
12302
12346
12390
12739
12742
13226
13241
13323
13385
13620
13744
13957
14012
14141
14259
14425
14478
14636
14649
15243
15280
15387
15505
15531
15771
15791
16263
16265
16314
16742
16817
16989
16994
17189
17284
17355
17477
17775
17800
17891
18021
18104
18209
18352
18386
18401
18862
19004
19216
19615
19623
19732
19784
19957
20009
20112
20195
20799
20802
20893
20904
21283
21427
21570
21703
21714
21857
21988
22046
22578
22631
22711
22719
22722
22766
23092
23578
23707
23723
23810
23838
23860
24027
24362
24502
24608
24723
24743
24836
25284
25344
25446
25730
25764
25794
25899
26042
26533
26645
26745
26775
26841
26887
27220
27426
27485
27538
27740
27879
27886
28179
28261
28396
28459
28521
28716
28891
29212
29477
29595
29598
29619
29777
29881
30039
30070
30110
30151
30397
30712
30990
31065
31215
31364
31398
31699
31768
31846
32270
32308
32380
32589
32711
32886
32981
33027
33305
33529
33757
33824
33863
33970
34038
34053
34128
34437
34456
34559
34718
35145
35168
35223
35416
35455
35866
35889
36097
36398
36492
36540
36734
36849
36959
37237
37421
37488
37520
37595
37776
37822
38280
38439
38579
38638
38775
38803
38947
39051
39232
39445
39564
39570
39572
39923
