global_idx,k,p0,drop_shap,drop_random
21394,2,0.9999949742215383,0.9999920345501797,7.997714823737567e-09
21394,3,0.9999949742215383,0.9999661341826506,7.997714823737567e-09
21394,4,0.9999949742215383,0.9999732632561324,-4.088507432165045e-06
21394,5,0.9999949742215383,0.9986518853970652,-4.088507432165045e-06
21394,6,0.9999949742215383,0.998652952129268,-4.088493423148876e-06
19778,1,0.996106491510768,0.0163989292629676,-0.00019916054436486252
19778,2,0.996106491510768,0.539750018197901,-0.00035941199262334855
19778,3,0.996106491510768,0.9959953807312315,-0.0004245331509596939
19778,4,0.996106491510768,0.9959954263430224,-0.0004245331509596939
19778,5,0.996106491510768,0.9709029348646084,-0.002048955956339804
19778,6,0.996106491510768,0.9961016167029104,-0.0038396365910179364
2674,1,0.9999807382715816,0.18931120048583783,-1.8947929372181704e-05
2674,2,0.9999807382715816,0.9999277685025848,-1.8947941131441937e-05
2674,3,0.9999807382715816,0.9999588959389998,-1.894137085300951e-05
2674,4,0.9999807382715816,0.9995970812510052,-1.8789205089797534e-05
2674,5,0.9999807382715816,0.9995970967420381,-1.8783901987617924e-05
2674,6,0.9999807382715816,0.9995970967420381,0.9999349460263509
6891,1,0.9995282879316902,0.9995282861609265,0.9995282861609265
6891,2,0.9995282879316902,0.6702827263122237,0.9995282861609265
6891,3,0.9995282879316902,0.9979556295396063,0.9995282861609265
6891,4,0.9995282879316902,0.9977797993775482,0.9995260325161325
6891,5,0.9995282879316902,0.9978227024497236,0.9995260203264728
6891,6,0.9995282879316902,0.9978227024497236,0.9995260458356401
20703,1,0.9999883969110799,0.030905952087767807,2.3808479315823305e-06
20703,2,0.9999883969110799,0.9999796542744145,2.3815072761612655e-06
20703,3,0.9999883969110799,0.9999828635474722,2.381500684989213e-06
20703,4,0.9999883969110799,0.9999828610664082,1.4089514015491744e-06
20703,5,0.9999883969110799,0.9943930671775125,1.408793049995083e-06
20703,6,0.9999883969110799,0.9943897734517918,1.416449404212372e-06
39068,1,0.9999990882560662,0.00709929470520021,0.15264735338205349
39068,2,0.9999990882560662,0.9999966104061845,0.15265087319005133
39068,3,0.9999990882560662,0.9635418180564069,0.15043434671808975
39068,4,0.9999990882560662,0.9799601121771502,0.14977447119156728
39068,5,0.9999990882560662,0.8972315291430866,0.25446274424950954
39068,6,0.9999990882560662,0.8969765789891601,0.281431654272134
28310,1,0.9999742071584368,0.21547640188662054,1.3485742593855043e-05
28310,2,0.9999742071584368,0.9998938697411642,1.3485742593855043e-05
28310,3,0.9999742071584368,0.9999396411595505,1.747194992163248e-05
28310,4,0.9999742071584368,0.9989918182191534,1.68626538179506e-05
28310,5,0.9999742071584368,0.9989918773722991,1.6864426928497878e-05
28310,6,0.9999742071584368,0.9989899352735854,1.1936170504101007e-05
18258,1,0.9999988539653211,0.7062682322716178,-7.785334272814026e-07
18258,2,0.9999988539653211,0.9999423952256026,-7.675782014437971e-07
18258,3,0.9999988539653211,0.9999756647848924,-6.36572713874628e-07
18258,4,0.9999988539653211,0.999460650702814,-6.36572713874628e-07
18258,5,0.9999988539653211,0.9994606733813173,-6.388911596433289e-07
18258,6,0.9999988539653211,0.9994606733813173,-2.722131344778944e-07
14927,1,0.9999338305448997,0.43099213018949956,-1.0562425873938963e-06
14927,2,0.9999338305448997,0.8937913332469971,1.947020049608561e-05
14927,3,0.9999338305448997,0.89397990960873,1.94481528190682e-05
14927,4,0.9999338305448997,0.9171977675067177,1.94481528190682e-05
14927,5,0.9999338305448997,0.9172052174237022,3.608854452907817e-05
14927,6,0.9999338305448997,0.9172052174237022,3.608854452907817e-05
29354,1,0.9999932740145985,0.20028501798938858,-8.625076208801374e-10
29354,2,0.9999932740145985,0.735470711307864,-8.625076208801374e-10
29354,3,0.9999932740145985,0.9999414014214798,2.903963153388922e-06
29354,4,0.9999932740145985,0.9999718569326451,2.9578413098807488e-06
29354,5,0.9999932740145985,0.9995300759296144,9.19212605021702e-06
29354,6,0.9999932740145985,0.9995301034944936,1.0427738172502643e-05
7685,1,0.7113542602630295,0.6773764382924953,0.660963268211082
7685,2,0.7113542602630295,0.709574451623283,0.660963268211082
7685,3,0.7113542602630295,0.7107393719923053,0.7077321162478254
7685,4,0.7113542602630295,0.7111459557037059,0.70770417842253
7685,5,0.7113542602630295,0.711279571389498,0.7077025014822875
7685,6,0.7113542602630295,0.7113540633177761,0.7076952238548142
1882,1,0.8621132650357889,0.8620174752157841,0.005982144095427966
1882,2,0.8621132650357889,0.8620625110397963,0.005982144095427966
1882,3,0.8621132650357889,0.8602774522486062,0.005982144095427966
1882,4,0.8621132650357889,0.8614157821187731,0.005982144095427966
1882,5,0.8621132650357889,0.8614157821187731,0.005982144095427966
