global_idx
9757
9793
9798
9815
9830
9865
9875
9904
9907
9915
9934
9962
10005
10070
10075
10076
10218
10314
10316
10353
10359
10371
10372
10373
10382
10399
10401
10403
10406
10459
10488
10535
10536
10557
10603
10612
10626
10653
10685
10724
10745
10795
10864
10890
10915
10941
10949
10950
10953
10975
10976
11011
11054
11074
11152
11154
11161
11166
11168
11173
11250
11261
11275
11287
11296
11318
11344
11372
11432
11433
11437
11503
11539
11555
11556
11567
11621
11658
11666
11668
11708
11728
11731
11732
11748
11749
11791
11804
11855
11869
11916
11917
11969
11982
12000
12009
12020
12037
12055
12132
12209
12218
12241
12248
12283
12302
12322
12346
12390
12404
12408
12410
12411
12472
12479
12504
12524
12603
12623
12687
12712
12731
12739
12742
12745
12799
12837
12893
12942
12943
12951
12960
13012
13049
13093
13157
13169
13204
13226
13241
13254
13270
13323
13348
13357
13385
13392
13444
13478
13496
13567
13576
13605
13620
13636
13679
13682
13736
13744
13767
13859
13911
13914
13921
13957
13962
13964
14012
14074
14107
14129
14136
14141
14162
14204
14229
14253
14259
14301
14312
14340
14413
14425
14432
14450
14478
14537
14549
14560
14576
14584
14626
14636
14649
14683
14707
14715
14717
14722
14826
14828
14880
14908
14911
14924
14927
14963
14975
14998
15012
15031
15054
15059
15086
15101
15110
15121
15125
15243
15245
15246
15264
15280
15362
15387
15405
15427
15436
15448
15454
15471
15475
15503
15505
15531
15535
15548
15586
15594
15652
15726
15735
15771
15781
15791
15794
15818
15819
15927
15954
15956
15981
16013
16042
16067
16112
16115
16205
16206
16263
16265
16298
16314
16376
16392
16420
16457
16476
16492
16496
16547
16564
16581
16595
16605
16653
16664
16677
16742
16757
16758
16771
16817
16820
16898
16919
16922
16924
16926
16930
16968
16981
16989
16994
17049
17072
17118
17141
17189
17228
17263
17275
17284
17303
17350
17354
17355
17358
17368
17375
17394
17398
17436
17451
17462
17477
17532
17577
17612
17628
17665
17666
17693
17696
17741
17775
17791
17800
17834
17891
17922
17923
17924
17944
18011
18021
18104
18165
18177
18209
18256
18258
18263
18274
18297
18299
18315
18322
18330
18352
18386
18398
18401
18414
18547
18563
18580
18606
18614
18659
18671
18678
18737
18764
18782
18790
18796
18807
18835
18838
18839
18847
18861
18862
18891
18901
18936
19002
19004
19027
19041
19064
19075
19082
19107
19112
19119
19137
19160
19178
19181
19182
19210
19216
19287
19300
19325
19359
19363
19459
19465
19477
19491
19492
19555
19615
19623
19652
19732
19735
19769
19784
19803
19804
19843
19870
19886
19887
19898
19955
19957
19990
20009
20078
20112
20161
20164
20195
20212
20229
20268
20275
20345
20361
20377
20427
20435
20436
20449
20486
20523
20529
20531
20533
20550
20555
20567
20587
20595
20616
20665
20670
20684
20718
20745
20749
20753
20799
20802
20806
20850
20872
20893
20902
20904
20906
20983
21018
21033
21075
21103
21123
21139
21264
21283
21375
21394
21402
21403
21417
21427
21448
21487
21564
21570
21575
21588
21595
21644
21660
21685
21703
21714
21717
21725
21749
21804
21806
21833
21838
21857
21873
21891
21903
21909
21934
21945
21947
21953
21978
21988
21998
22006
22017
22046
22058
22066
22084
22102
22106
22117
22156
22168
22177
22249
22263
22292
22327
22431
22439
22452
22505
22528
22566
22575
22578
22616
22631
22634
22667
22674
22695
22711
22719
22722
22736
22749
22766
22797
22880
22908
22964
23027
23036
23091
23092
23094
23101
23113
23158
23187
23236
23255
23298
23307
23335
23354
23370
23384
23385
23464
23479
23565
23578
23591
23626
23640
23642
23655
23667
23683
23698
23707
23723
23736
23755
23784
23787
23810
23838
23839
23860
23884
23928
23962
23986
23991
24010
24018
24027
24060
24110
24116
24129
24153
24233
24252
24260
24261
24314
24328
24362
24365
24391
24430
24451
24453
24486
24502
24520
24521
24575
24603
24608
24625
24640
24723
24724
24727
24733
24743
24745
24795
24822
24836
24862
24879
24880
24898
24916
25022
25025
25032
25045
25046
25052
25054
25102
25125
25149
25194
25212
25229
25284
25344
25403
25408
25418
25421
25436
25446
25500
25512
25632
25668
25675
25730
25736
25763
25764
25772
25776
25784
25794
25816
25825
25834
25863
25884
25899
25923
25936
25958
25985
26042
26093
26191
26199
26223
26254
26255
26302
26413
26445
26457
26465
26476
26533
26536
26645
26650
26683
26745
26775
26795
26806
26824
26841
26845
26846
26866
26870
26873
26878
26882
26887
26926
26956
27063
27066
27087
27120
27220
27239
27290
27305
27314
27365
27410
27411
27426
27432
27438
27470
27478
27485
27491
27518
27536
27538
27576
27581
27588
27591
27660
27690
27698
27717
27718
27724
27740
27741
27784
27831
27843
27851
27879
27886
27896
27905
27959
27989
28020
28028
28049
28055
28069
28082
28096
28119
28129
28179
28221
28246
28261
28263
28310
28351
28396
28415
28459
28497
28521
28525
28530
28548
28551
28587
28614
28635
28644
28692
28716
28727
28739
28754
28780
28824
28844
28891
28898
28905
28937
28946
28982
28993
29016
29023
29028
29035
29074
29077
29083
29112
29127
29142
29157
29212
29274
29344
29354
29360
29409
29427
29436
29441
29443
29458
29477
29511
29524
29548
29586
29595
29598
29602
29614
29619
29630
29648
29666
29712
29714
29769
29777
29811
29830
29865
29881
29889
30004
30039
30066
30067
30070
30088
30098
30100
30110
30148
30151
30162
30240
30308
30309
30319
30336
30397
30435
30447
30465
30476
30522
30550
30599
30614
30623
30625
30632
30700
30712
30718
30723
30830
30832
30881
30882
30894
30937
30990
31003
31013
31065
31073
31074
31155
31194
31196
31200
31209
31215
31331
31344
31360
31364
31365
31385
31398
31434
31472
31540
31569
31577
31586
31591
31597
31624
31633
31680
31683
31699
31767
31768
31777
31838
31846
31889
31892
31896
31953
31986
32025
32028
32051
32124
32251
32270
32295
32308
32356
32380
32383
32428
32430
32474
32526
32542
32561
32574
32577
32581
32589
32666
32683
32684
32704
32711
32721
32724
32732
32738
32769
32786
32816
32886
32897
32931
32959
32968
32981
32994
32996
33027
33032
33039
33048
33075
33077
33115
33138
33140
33206
33220
33246
33305
33308
33310
33323
33330
33402
33403
33435
33475
33508
33529
33557
33565
33632
33641
33672
33673
33699
33757
33818
33824
33830
33863
33875
33901
33925
33958
33960
33966
33970
33981
34001
34005
34038
34044
34053
34085
34116
34128
34134
34144
34152
34163
34164
34187
34223
34231
34284
34344
34375
34379
34385
34392
34406
34437
34447
34456
34459
34506
34558
34559
34586
34589
34598
34606
34631
34645
34685
34718
34733
34773
34852
34911
34962
34972
35059
35099
35108
35145
35168
35178
35202
35223
35292
35325
35335
35342
35355
35405
35416
35429
35455
35473
35494
35502
35539
35553
35589
35621
35652
35660
35663
35705
35721
35742
35774
35810
35830
35844
35866
35867
35880
35889
35904
35913
35944
35999
36006
36030
36038
36044
36071
36077
36097
36102
36144
36159
36172
36200
36219
36220
36260
36278
36285
36298
36307
36322
36381
36398
36483
36492
36540
36548
36569
36575
36584
36630
36649
36663
36693
36702
36704
36715
36734
36766
36817
36840
36849
36926
36945
36959
36995
37040
37142
37162
37167
37182
37195
37228
37237
37242
37273
37307
37322
37344
37382
37421
37444
37455
37459
37488
37520
37590
37595
37601
37606
37607
37617
37723
37743
37775
37776
37822
37835
37844
37886
37887
37904
37921
38049
38066
38085
38090
38111
38145
38152
38158
38178
38237
38264
38266
38271
38272
38279
38280
38299
38341
38363
38420
38439
38456
38481
38519
38555
38579
38638
38642
38703
38710
38732
38775
38789
38799
38803
38856
38858
38877
38879
38910
38933
38947
38957
38960
38990
39034
39051
39068
39075
39158
39177
39227
39231
39232
39234
39240
39273
39299
39346
39355
39357
39391
39392
39415
39445
39454
39474
39488
39564
39570
39572
39587
39607
39651
39691
39754
39778
39789
39827
39830
39842
39908
39911
39915
39921
39923
39985
39997
