global_idx
33
45
47
56
79
80
139
160
164
170
191
217
232
255
262
301
345
350
377
380
476
503
509
523
547
653
670
696
729
790
824
828
846
853
891
895
910
932
935
946
969
994
1048
1059
1065
1069
1129
1134
1140
1142
1144
1194
1217
1226
1250
1267
1269
1284
1300
1303
1316
1329
1352
1389
1403
1424
1554
1607
1620
1654
1671
1672
1700
1748
1784
1801
1804
1808
1856
1860
1866
1869
1879
1929
1938
1965
1990
2043
2051
2076
2085
2097
2114
2116
2120
2138
2151
2159
2176
2179
2183
2189
2198
2237
2250
2293
2365
2439
2451
2510
2571
2590
2596
2626
2628
2629
2653
2674
2701
2702
2778
2788
2794
2814
2829
2837
2880
2927
2954
2967
2998
3013
3030
3054
3085
3090
3105
3110
3127
3138
3151
3165
3176
3184
3212
3259
3260
3263
3298
3301
3302
3326
3370
3379
3389
3406
3442
3457
3467
3486
3539
3558
3583
3590
3591
3681
3725
3752
3775
3787
3789
3832
3861
3879
3901
3968
4049
4050
4061
4095
4101
4115
4127
4137
4142
4145
4150
4163
4166
4207
4217
4246
4325
4374
4393
4490
4517
4525
4562
4593
4606
4612
4672
4683
4699
4801
4802
4819
4831
4839
4948
4950
4959
5002
5045
5114
5180
5203
5216
5228
5234
5238
5270
5344
5434
5496
5515
5600
5608
5617
5621
5634
5637
5648
5658
5673
5681
5683
5706
5714
5761
5763
5769
5776
5824
5829
5849
5879
5884
5886
5896
5898
5912
5944
5967
5984
6036
6046
6097
6127
6129
6142
6150
6170
6175
6191
6197
6257
6307
6346
6358
6362
6415
6417
6465
6466
6477
6516
6522
6523
6538
6544
6562
6593
6606
6611
6614
6617
6626
6651
6675
6679
6728
6750
6790
6816
6829
6837
6898
6920
6967
7012
7014
7037
7084
7097
7112
7157
7166
7211
7214
7220
7237
7259
7305
7319
7372
7423
7432
7437
7466
7512
7603
7652
7663
7718
7738
7807
7875
7935
7981
7982
7985
7994
8045
8078
8105
8109
8180
8191
8235
8262
8299
8349
8356
8359
8362
8392
8394
8395
8405
8420
8450
8521
8535
8553
8560
8622
8626
8634
8646
8696
8795
8842
8858
8859
8862
8883
8895
8905
8970
9018
9099
9116
9122
9158
9159
9173
9199
9241
9277
9374
9381
9386
9464
9479
9480
9510
9521
9549
9580
9601
9606
9611
9619
9643
9691
9716
9752
9754
