--- table 1 per source classificatiion report ---

Source AUC Precision Recall F1 Support
CIC-IDS2017 78.51% 77.67% 29.74% 43.01% 32210
UNSW-NB15 86.72% 30.26% 52.26% 38.33% 2906
CIC-IoT2023 99.78% 96.58% 98.76% 97.66% 4884
Overall 96.01% 92.91% 88.45% 90.62% 40000

--- table 2 model traning scale ---

Train Size Attack % Precision Recall F1
100k 60% 40.90% 90.30% 56.30%
120k 40% 75.70% 89.20% 81.60%
120k 60% 41.40% 90.40% 56.80%
200k 40% 75.40% 89.00% 81.60%
300k 55% 68.50% 92.40% 78.70%

--- table 3 prior shift effect ---

Model Precision Recall F1 False Positives (FP)
Raw model (0.5 threshold) 0.579 0.927 0.712 1355
Prior-corrected (Youden threshold) 0.929 0.885 0.906 135
Δ (Change) +60.4% −4.5% +27.2% −90.0%

--- table 4 ARIA vs baseline ---

Metric Baseline ARIA Δ Improvement Note
Final Fatigue 0.9097 0.7392 18.74% reduction in aria
Avg MTTR (min) 19.643 9.281 52.75% reduction in aria
Attacks Detected 1678.9 1745.4 3.96% increase in aria
queue size 1500.0 1372.1 8.53% reduction in aria

--- table 5 RRS abaltion study ---

Variant Precision Alert rate Separation Top-45 Precision
Conf only 0.978 9.0% 0.871 1.000
Conf + SHAP 0.978 8.9% 0.393 0.956
Conf + Agreement 0.978 8.9% 0.536 0.956
Full RRS 0.959 4.9% 0.320 0.956

--- table 6 SHAP & LIME drill down ---

Rank Feature Value (z-score) SHAP LIME Direction Agree
1 protocol 5.6439 +0.4249 +0.0310 → Attack ✓
2 iat_mean 1.2911 +0.3330 +0.0326 → Attack ✓
3 duration −0.3304 +0.0436 −0.0233 → Attack ✗
4 std_packet_size −0.3398 +0.0388 −0.0231 → Attack ✗
5 min_packet_size 4.8440 −0.0324 −0.0046 → Benign ✓
6 max_packet_size 0.1163 +0.0232 +0.0117 → Attack ✓

--- table 7 triage sensitivity analysis ---

Config Threshold (theta0_alert) Alerts/window Attacks Detected Fatigue Avg MTTR
Loose 0.40 35-55 81.2% 0.733 9.11 min
Medium 0.55 26-53 75.5% 0.734 9.17 min
Tight 0.60 0-32 24.2% 0.738 9.26 min

--- table 8 compute efficiency ---

Operation Time
SHAP (direct, per sample) 45.2 ms
LIME (direct, per sample) 12.8 ms
Combined SHAP + LIME (direct) 58.0 ms
Cache lookup (ball-tree kNN) 0.031 ms
Speedup (cache vs. direct) ≈ 1871
% of traffic reaching full XAI pipeline ≈ 3% (Tier 3 only)
SHAP/LIME calls avoided per 1000-flow batch ≈ 970 (97%)
